human,cause,country,birthdate,deathdate,gender_label,religion,occupation
Vakhtang Rcheulishvili,natural causes,Soviet Union,1954-01-01T00:00:00Z,2017-04-13T00:00:00Z,male,Georgian Orthodox Church,politician
Simón Bolívar,natural causes,Spain,1783-07-24T00:00:00Z,1830-12-17T00:00:00Z,male,Regular Masonic jurisdictions,politician
Herbert Lyons,natural causes,Australia,1888-09-30T00:00:00Z,1958-09-01T00:00:00Z,male,congregational church,politician
Lee Kuan Yew,natural causes,Singapore,1923-09-16T00:00:00Z,2015-03-23T00:00:00Z,male,agnosticism,politician
Yoshimori Inoki,natural causes,Japan,1938-08-06T00:00:00Z,2011-03-23T00:00:00Z,male,Sukyo Mahikari,politician
Paul B. Henry,natural causes,United States of America,1942-07-09T00:00:00Z,1993-07-31T00:00:00Z,male,Christian Reformed Church in North America,politician
Felix Dzerzhinsky,natural causes,Russian Empire,1877-09-11T00:00:00Z,1926-07-20T00:00:00Z,male,Lapsed Catholic,politician
Stefanos Sarafis,homicide,Greece,1890-10-23T00:00:00Z,1957-05-31T00:00:00Z,male,Greek Orthodox Church,politician
Zviad Gamsakhurdia,homicide,Georgia,1939-03-31T00:00:00Z,1993-12-31T00:00:00Z,male,Georgian Orthodox Church,politician
Adolf Hitler,suicide,First Republic of Austria,1889-04-20T00:00:00Z,1945-04-30T00:00:00Z,male,Lapsed Catholic,politician
Zviad Gamsakhurdia,homicide,Soviet Union,1939-03-31T00:00:00Z,1993-12-31T00:00:00Z,male,Georgian Orthodox Church,politician
Adolf Hitler,suicide,Republic of German-Austria,1889-04-20T00:00:00Z,1945-04-30T00:00:00Z,male,Lapsed Catholic,politician
Allan Hendrickse,natural causes,South Africa,1927-10-22T00:00:00Z,2005-03-16T00:00:00Z,male,congregational church,politician
Adolf Hitler,suicide,Nazi Germany,1889-04-20T00:00:00Z,1945-04-30T00:00:00Z,male,Lapsed Catholic,politician
Alexander of Greece,natural causes,Greece,1893-08-01T00:00:00Z,1920-10-25T00:00:00Z,male,Greek Orthodox Church,politician
Omar Suleiman,natural causes,Egypt,1936-04-28T00:00:00Z,2012-07-19T00:00:00Z,male,Sunni Islam,politician
Samir Kassir,homicide,Lebanon,1960-05-05T00:00:00Z,2005-06-02T00:00:00Z,male,Greek Orthodox Church of Antioch,politician
Ahmad Fuad Mohieddin,natural causes,Egypt,1926-01-01T00:00:00Z,1984-06-05T00:00:00Z,male,Sunni Islam,politician
Muhammad Sayyid Tantawy,natural causes,Egypt,1928-10-28T00:00:00Z,2010-03-10T00:00:00Z,male,Sunni Islam,politician
Theodore Kanavas,natural causes,United States of America,1961-04-29T00:00:00Z,2017-07-03T00:00:00Z,male,Greek Orthodox Church,politician
Movladi Baisarov,homicide,Russia,1962-12-20T00:00:00Z,2006-11-18T00:00:00Z,male,Sunni Islam,politician
Shapour Bakhtiar,homicide,Iran,1914-01-01T00:00:00Z,1991-08-06T00:00:00Z,male,agnosticism,politician
Ketevan of Mukhrani,homicide,Kingdom of Kakheti,1565-01-01T00:00:00Z,1624-09-13T00:00:00Z,female,Georgian Orthodox Church,politician
Sergei Bulgakov,natural causes,Russian Empire,1871-06-28T00:00:00Z,1944-07-13T00:00:00Z,male,Eastern Orthodoxy,politician
Peter II of Russia,natural causes,Russian Empire,1715-10-23T00:00:00Z,1730-01-30T00:00:00Z,male,Eastern Orthodoxy,politician
Vladan Batić,natural causes,Socialist Federal Republic of Yugoslavia,1949-07-27T00:00:00Z,2010-12-29T00:00:00Z,male,Eastern Orthodoxy,politician
Mikhail of Tver,homicide,Principality of Tver,1271-01-01T00:00:00Z,1319-01-01T00:00:00Z,male,Eastern Orthodoxy,politician
Varvara Aleksandrova,natural causes,Russian Empire,1852-01-01T00:00:00Z,1924-08-27T00:00:00Z,female,Eastern Orthodoxy,politician
J. Arthur Younger,natural causes,United States of America,1893-04-11T00:00:00Z,1967-06-20T00:00:00Z,male,congregational church,politician
Harold Wilson,natural causes,United Kingdom,1916-03-11T00:00:00Z,1995-05-24T00:00:00Z,male,Congregationalist polity,politician
Yury of Moscow,homicide,Grand Duchy of Vladimir,1281-01-01T00:00:00Z,1325-11-29T00:00:00Z,male,Eastern Orthodoxy,politician
Sun Yat-sen,natural causes,Republic of China (1912–1949),1866-11-12T00:00:00Z,1925-03-12T00:00:00Z,male,congregational church,politician
Mara Buneva,suicide,Bulgaria,1902-01-01T00:00:00Z,1928-01-14T00:00:00Z,female,Eastern Orthodoxy,politician
Grigori Rasputin,homicide,Russian Empire,1869-01-21T00:00:00Z,1916-12-30T00:00:00Z,male,Eastern Orthodoxy,politician
Sergei Bulgakov,natural causes,Russian Socialist Federative Soviet Republic,1871-06-28T00:00:00Z,1944-07-12T00:00:00Z,male,Eastern Orthodoxy,politician
Mikhail of Tver,homicide,Grand Duchy of Vladimir,1271-01-01T00:00:00Z,1319-01-01T00:00:00Z,male,Eastern Orthodoxy,politician
Stefan Stambolov,homicide,Bulgaria,1854-02-12T00:00:00Z,1895-07-18T00:00:00Z,male,Eastern Orthodoxy,politician
Oliver Cromwell,natural causes,Kingdom of England,1599-05-05T00:00:00Z,1658-09-13T00:00:00Z,male,Congregationalist polity,politician
Andrei Karlov,homicide,Russia,1954-02-04T00:00:00Z,2016-12-19T00:00:00Z,male,Eastern Orthodoxy,politician
John Adams,natural causes,Great Britain,1735-10-30T00:00:00Z,1826-07-04T00:00:00Z,male,congregational church,politician
James G. Blaine,natural causes,United States of America,1830-01-31T00:00:00Z,1893-01-27T00:00:00Z,male,Congregationalist polity,politician
Alexander I of Russia,natural causes,Russian Empire,1777-12-23T00:00:00Z,1825-12-01T00:00:00Z,male,Eastern Orthodoxy,politician
Slobodan Milošević,natural causes,Federal Republic of Yugoslavia,1941-08-20T00:00:00Z,2006-03-11T00:00:00Z,male,Eastern Orthodoxy,politician
Alexander II of Russia,homicide,Russian Empire,1818-04-29T00:00:00Z,1881-03-13T00:00:00Z,male,Eastern Orthodoxy,politician
Oliver Cromwell,natural causes,The Protectorate,1599-05-05T00:00:00Z,1658-09-13T00:00:00Z,male,Congregationalist polity,politician
Vladan Batić,natural causes,Serbia,1949-07-27T00:00:00Z,2010-12-29T00:00:00Z,male,Eastern Orthodoxy,politician
Harold Wilson,natural causes,United Kingdom,1916-03-11T00:00:00Z,1995-05-24T00:00:00Z,male,congregational church,politician
Ivan Goremykin,homicide,Russian Empire,1839-11-08T00:00:00Z,1917-10-24T00:00:00Z,male,Eastern Orthodoxy,politician
Timothy Dwight IV,natural causes,United States of America,1752-05-14T00:00:00Z,1817-01-11T00:00:00Z,male,congregational church,politician
Peter III of Russia,homicide,Russian Empire,1728-02-21T00:00:00Z,1762-07-17T00:00:00Z,male,Eastern Orthodoxy,politician
Button Gwinnett,homicide,United States of America,1735-04-10T00:00:00Z,1777-05-19T00:00:00Z,male,congregational church,politician
Patrick Devedjian,natural causes,France,1944-08-26T00:00:00Z,2020-03-28T00:00:00Z,male,Eastern Orthodoxy,politician
Walter Eli Clark,natural causes,United States of America,1869-01-07T00:00:00Z,1950-02-04T00:00:00Z,male,congregational church,politician
Sergei Bulgakov,natural causes,France,1871-06-28T00:00:00Z,1944-07-12T00:00:00Z,male,Eastern Orthodoxy,politician
Symon Petliura,homicide,Ukrainian People's Republic,1879-05-22T00:00:00Z,1926-05-25T00:00:00Z,male,Eastern Orthodoxy,politician
Oliver Cromwell,natural causes,United Kingdom,1599-05-05T00:00:00Z,1658-09-13T00:00:00Z,male,Congregationalist polity,politician
Anatoly Sobchak,natural causes,Russia,1937-08-10T00:00:00Z,2000-02-19T00:00:00Z,male,Eastern Orthodoxy,politician
Dimitrije Ljotić,accident,Serbia,1891-08-12T00:00:00Z,1945-04-22T00:00:00Z,male,Eastern Orthodoxy,politician
Milan Babić,suicide,Serbia,1956-02-26T00:00:00Z,2006-03-05T00:00:00Z,male,Eastern Orthodoxy,politician
Yevhen Kushnaryov,accident,Ukraine,1951-01-29T00:00:00Z,2007-01-17T00:00:00Z,male,Eastern Orthodoxy,politician
Herbert Lyons,natural causes,United Kingdom of Great Britain and Ireland,1888-09-30T00:00:00Z,1958-09-01T00:00:00Z,male,congregational church,politician
Bozhidar Dimitrov,natural causes,Bulgaria,1945-12-03T00:00:00Z,2018-07-01T00:00:00Z,male,Eastern Orthodoxy,politician
John Adams,natural causes,United States of America,1735-10-30T00:00:00Z,1826-07-04T00:00:00Z,male,Congregationalist polity,politician
Vitaly Churkin,natural causes,Russia,1952-02-21T00:00:00Z,2017-02-20T00:00:00Z,male,Eastern Orthodoxy,politician
Yury of Moscow,homicide,Grand Duchy of Moscow,1281-01-01T00:00:00Z,1325-11-29T00:00:00Z,male,Eastern Orthodoxy,politician
Randolph Isham Stow,natural causes,United Kingdom of Great Britain and Ireland,1828-12-17T00:00:00Z,1878-09-17T00:00:00Z,male,congregational church,politician
Nicholas II of Russia,homicide,Russian Empire,1868-05-18T00:00:00Z,1918-07-17T00:00:00Z,male,Eastern Orthodoxy,politician
Albert Cobo,natural causes,United States of America,1893-10-02T00:00:00Z,1957-09-12T00:00:00Z,male,congregational church,politician
Cassius M. Clay,natural causes,United States of America,1810-10-19T00:00:00Z,1903-07-22T00:00:00Z,male,congregational church,politician
Dawoud Rajiha,homicide,Syria,1947-01-01T00:00:00Z,2012-07-18T00:00:00Z,male,Eastern Orthodoxy,politician
William S. Maynard,suicide,United States of America,1802-04-25T00:00:00Z,1866-06-18T00:00:00Z,male,congregational church,politician
John Adams,natural causes,United States of America,1735-10-30T00:00:00Z,1826-07-04T00:00:00Z,male,congregational church,politician
Slobodan Milošević,natural causes,Socialist Federal Republic of Yugoslavia,1941-08-20T00:00:00Z,2006-03-11T00:00:00Z,male,Eastern Orthodoxy,politician
Sergei Bulgakov,natural causes,Russian Socialist Federative Soviet Republic,1871-06-28T00:00:00Z,1944-07-13T00:00:00Z,male,Eastern Orthodoxy,politician
"Malcolm Baldrige, Jr.",accident,United States of America,1922-10-04T00:00:00Z,1987-07-25T00:00:00Z,male,congregational church,politician
Aleksandr Mikhailovich of Tver,homicide,Grand Duchy of Vladimir,1301-10-07T00:00:00Z,1339-11-05T00:00:00Z,male,Eastern Orthodoxy,politician
Arthur Brown,homicide,United States of America,1843-03-08T00:00:00Z,1906-12-12T00:00:00Z,male,congregational church,politician
Frank Knox,natural causes,United States of America,1874-01-01T00:00:00Z,1944-04-28T00:00:00Z,male,congregational church,politician
Symon Petliura,homicide,Russian Empire,1879-05-22T00:00:00Z,1926-05-25T00:00:00Z,male,Eastern Orthodoxy,politician
William Townsend,natural causes,United Kingdom of Great Britain and Ireland,1821-01-01T00:00:00Z,1882-10-25T00:00:00Z,male,congregational church,politician
Roger Sherman,natural causes,United States of America,1721-04-19T00:00:00Z,1793-07-23T00:00:00Z,male,congregational church,politician
John Henry Barrow,natural causes,United Kingdom of Great Britain and Ireland,1817-01-01T00:00:00Z,1874-08-22T00:00:00Z,male,congregational church,politician
Konstantinos Tsatsos,natural causes,Greece,1899-07-13T00:00:00Z,1987-10-08T00:00:00Z,male,Eastern Orthodoxy,politician
Calvin Coolidge,natural causes,United States of America,1872-07-04T00:00:00Z,1933-01-05T00:00:00Z,male,congregational church,politician
Sergei Bulgakov,natural causes,Russian Empire,1871-06-28T00:00:00Z,1944-07-12T00:00:00Z,male,Eastern Orthodoxy,politician
Charles G. Dawes,natural causes,United States of America,1865-08-27T00:00:00Z,1951-04-23T00:00:00Z,male,congregational church,politician
Wendell Corey,natural causes,United States of America,1914-03-20T00:00:00Z,1968-11-08T00:00:00Z,male,congregational church,politician
William Hague,natural causes,United Kingdom of Great Britain and Ireland,1864-03-08T00:00:00Z,1924-10-09T00:00:00Z,male,congregational church,politician
Boris Berezovsky,suicide,Russia,1946-01-23T00:00:00Z,2013-03-23T00:00:00Z,male,Eastern Orthodoxy,politician
Boris Yeltsin,natural causes,Russia,1931-02-01T00:00:00Z,2007-04-23T00:00:00Z,male,Eastern Orthodoxy,politician
Sergei Bulgakov,natural causes,France,1871-06-28T00:00:00Z,1944-07-13T00:00:00Z,male,Eastern Orthodoxy,politician
Makarios III,natural causes,Cyprus,1913-08-13T00:00:00Z,1977-08-03T00:00:00Z,male,Eastern Orthodoxy,politician
Velimir Bata Živojinović,natural causes,Serbia,1933-06-05T00:00:00Z,2016-05-22T00:00:00Z,male,Eastern Orthodoxy,politician
Vladan Batić,natural causes,Federal Republic of Yugoslavia,1949-07-27T00:00:00Z,2010-12-29T00:00:00Z,male,Eastern Orthodoxy,politician
Michael I of Romania,natural causes,Romania,1921-10-25T00:00:00Z,2017-12-05T00:00:00Z,male,Eastern Orthodoxy,politician
Arthur Hendrick Vandenberg,natural causes,United States of America,1884-03-22T00:00:00Z,1951-04-18T00:00:00Z,male,congregational church,politician
,natural causes,Russian Empire,1850-01-01T00:00:00Z,1887-07-19T00:00:00Z,female,Eastern Orthodoxy,politician
Joseph Vardon,natural causes,United Kingdom of Great Britain and Ireland,1843-07-27T00:00:00Z,1913-07-20T00:00:00Z,male,congregational church,politician
Valerian Trifa,natural causes,Romania,1914-06-28T00:00:00Z,1987-01-28T00:00:00Z,male,Eastern Orthodoxy,politician
Mack Cleveland,natural causes,United States of America,1924-07-09T00:00:00Z,2010-10-17T00:00:00Z,male,congregational church,politician
,natural causes,Russian Empire,1877-11-13T00:00:00Z,1928-03-03T00:00:00Z,male,Eastern Orthodoxy,politician
Momir Bulatović,natural causes,Montenegro,1956-09-21T00:00:00Z,2019-06-30T00:00:00Z,male,Eastern Orthodoxy,politician
Varvara Aleksandrova,natural causes,Soviet Union,1852-01-01T00:00:00Z,1924-08-27T00:00:00Z,female,Eastern Orthodoxy,politician
Henry Wilson,natural causes,United States of America,1812-02-16T00:00:00Z,1875-11-22T00:00:00Z,male,congregational church,politician
Mikhail of Tver,homicide,Principality of Tver,1271-01-01T00:00:00Z,1318-01-01T00:00:00Z,male,Eastern Orthodoxy,politician
Hubert Humphrey,natural causes,United States of America,1911-05-27T00:00:00Z,1978-01-13T00:00:00Z,male,congregational church,politician
Goran Hadžić,natural causes,Serbia,1958-09-07T00:00:00Z,2016-07-12T00:00:00Z,male,Eastern Orthodoxy,politician
Mikhail of Tver,homicide,Grand Duchy of Vladimir,1271-01-01T00:00:00Z,1318-01-01T00:00:00Z,male,Eastern Orthodoxy,politician
Raisa Gorbacheva,natural causes,Russia,1932-01-05T00:00:00Z,1999-09-20T00:00:00Z,female,Eastern Orthodoxy,politician
Oliver Cromwell,natural causes,Commonwealth of England,1599-05-05T00:00:00Z,1658-09-13T00:00:00Z,male,Congregationalist polity,politician
Sun Yat-sen,natural causes,Qing dynasty,1866-11-12T00:00:00Z,1925-03-12T00:00:00Z,male,congregational church,politician
Valeriya Novodvorskaya,natural causes,Russia,1950-05-17T00:00:00Z,2014-07-12T00:00:00Z,female,Eastern Orthodoxy,politician
Raisa Gorbacheva,natural causes,Soviet Union,1932-01-05T00:00:00Z,1999-09-20T00:00:00Z,female,Eastern Orthodoxy,politician
Valeriya Novodvorskaya,natural causes,Soviet Union,1950-05-17T00:00:00Z,2014-07-12T00:00:00Z,female,Eastern Orthodoxy,politician
Michael I of Romania,natural causes,Kingdom of Romania,1921-10-25T00:00:00Z,2017-12-05T00:00:00Z,male,Eastern Orthodoxy,politician
John Jenkins,natural causes,United States of America,1851-09-08T00:00:00Z,1923-02-22T00:00:00Z,male,congregational church,politician
Tamerlan Aguzarov,natural causes,Russia,1963-06-14T00:00:00Z,2016-02-19T00:00:00Z,male,Eastern Orthodoxy,politician
Vladimir Lenin,natural causes,Russian Empire,1870-04-22T00:00:00Z,1924-01-21T00:00:00Z,male,Eastern Orthodoxy,politician
Augustine Stow,natural causes,United Kingdom of Great Britain and Ireland,1833-08-03T00:00:00Z,1903-05-29T00:00:00Z,male,congregational church,politician
Andrey Lyapchev,natural causes,Bulgaria,1866-12-12T00:00:00Z,1933-11-06T00:00:00Z,male,Eastern Orthodoxy,politician
John Adams,natural causes,Great Britain,1735-10-30T00:00:00Z,1826-07-04T00:00:00Z,male,Congregationalist polity,politician
Nadezhda Sigida,suicide,Russian Empire,1862-01-01T00:00:00Z,1889-11-08T00:00:00Z,female,Eastern Orthodoxy,politician
John Jenkins,natural causes,United Kingdom of Great Britain and Ireland,1851-09-08T00:00:00Z,1923-02-22T00:00:00Z,male,congregational church,politician
Masayoshi Ōhira,natural causes,Japan,1910-03-12T00:00:00Z,1980-06-12T00:00:00Z,male,Anglicanism,politician
Charles Herbert,natural causes,United Kingdom of Great Britain and Ireland,1860-06-12T00:00:00Z,1929-01-21T00:00:00Z,male,Anglicanism,politician
Gheorghe Ghimpu,accident,Moldova,1937-07-26T00:00:00Z,2000-11-13T00:00:00Z,male,Romanian Orthodox Church,politician
John Price,natural causes,United Kingdom of Great Britain and Ireland,1882-02-14T00:00:00Z,1941-04-23T00:00:00Z,male,Anglicanism,politician
Grand Duke Michael Alexandrovich of Russia,homicide,Russian Empire,1878-11-22T00:00:00Z,1918-06-13T00:00:00Z,male,Eastern Orthodoxy,politician
"Prince Albert Victor, Duke of Clarence and Avondale",natural causes,United Kingdom of Great Britain and Ireland,1864-01-08T00:00:00Z,1892-01-14T00:00:00Z,male,Anglicanism,politician
Carlos Andrés Pérez,natural causes,Venezuela,1922-10-27T00:00:00Z,2010-12-25T00:00:00Z,male,Roman Catholic,politician
Francis Bacon,natural causes,Kingdom of England,1561-02-01T00:00:00Z,1626-04-19T00:00:00Z,male,Anglicanism,politician
Henry Downer,natural causes,Australia,1836-03-22T00:00:00Z,1905-08-04T00:00:00Z,male,Anglicanism,politician
Winston Churchill,natural causes,United Kingdom,1940-10-10T00:00:00Z,2010-03-02T00:00:00Z,male,Anglicanism,politician
Grand Duke Michael Alexandrovich of Russia,homicide,Russian Empire,1878-12-04T00:00:00Z,1918-06-13T00:00:00Z,male,Eastern Orthodoxy,politician
Herbert Richards,natural causes,Australia,1876-01-30T00:00:00Z,1949-04-11T00:00:00Z,male,Anglicanism,politician
"Ralph Harris, Baron Harris of High Cross",natural causes,United Kingdom of Great Britain and Ireland,1924-12-10T00:00:00Z,2006-10-19T00:00:00Z,male,Anglicanism,politician
"Clementine Churchill, Baroness Spencer-Churchill",natural causes,United Kingdom,1885-04-01T00:00:00Z,1977-12-12T00:00:00Z,female,Anglicanism,politician
Simon Barrington-Ward,natural causes,United Kingdom,1930-05-27T00:00:00Z,2020-04-11T00:00:00Z,male,Anglicanism,politician
Andrei Karlov,homicide,Soviet Union,1954-02-04T00:00:00Z,2016-12-19T00:00:00Z,male,Eastern Orthodoxy,politician
Spencer Perceval,homicide,United Kingdom of Great Britain and Ireland,1762-11-01T00:00:00Z,1812-05-11T00:00:00Z,male,Anglicanism,politician
Anne of Great Britain,natural causes,Great Britain,1665-02-06T00:00:00Z,1714-08-01T00:00:00Z,female,Anglicanism,politician
Robert Runcie,natural causes,United Kingdom,1921-10-02T00:00:00Z,2000-07-11T00:00:00Z,male,Anglicanism,politician
Pyotr Stolypin,homicide,Russian Empire,1862-04-14T00:00:00Z,1911-09-18T00:00:00Z,male,Eastern Orthodoxy,politician
Edward Heath,natural causes,United Kingdom of Great Britain and Ireland,1916-07-09T00:00:00Z,2005-07-17T00:00:00Z,male,Anglicanism,politician
Anthony Eden,natural causes,United Kingdom,1897-06-12T00:00:00Z,1977-01-14T00:00:00Z,male,Anglicanism,politician
Dmitri Shostakovich,natural causes,Soviet Union,1906-09-25T00:00:00Z,1975-08-09T00:00:00Z,male,Roman Catholic,politician
Slobodan Milošević,natural causes,Serbia and Montenegro,1941-08-20T00:00:00Z,2006-03-11T00:00:00Z,male,Eastern Orthodoxy,politician
William III,accident,Netherlands,1650-11-14T00:00:00Z,1702-03-19T00:00:00Z,male,Anglicanism,politician
William IV,natural causes,Kingdom of Hanover,1765-08-21T00:00:00Z,1837-06-20T00:00:00Z,male,Anglicanism,politician
Nicolae Iorga,homicide,Kingdom of Romania,1871-06-05T00:00:00Z,1940-11-27T00:00:00Z,male,Romanian Orthodox Church,politician
"Sir Robert Eden, 1st Baronet, of Maryland",natural causes,Great Britain,1741-09-14T00:00:00Z,1784-09-02T00:00:00Z,male,Anglicanism,politician
George Canning,natural causes,Great Britain,1770-04-11T00:00:00Z,1827-08-08T00:00:00Z,male,Anglicanism,politician
Norman Brookman,accident,United Kingdom of Great Britain and Ireland,1884-01-22T00:00:00Z,1949-04-26T00:00:00Z,male,Anglicanism,politician
Samuel Mitchell,natural causes,Australia,1852-05-11T00:00:00Z,1926-10-03T00:00:00Z,male,Anglicanism,politician
